image_id,asp_pred,label_bin,split
ISIC_0028346,1,0,train
ISIC_0033269,1,1,train
ISIC_0028608,1,0,train
ISIC_0012932,0,0,train
ISIC_0036292,1,0,train
ISIC_0033090,0,0,train
ISIC_0031496,1,0,train
ISIC_0010382,1,0,train
ISIC_0034133,1,0,train
ISIC_0026925,0,0,train
ISIC_0031650,1,0,train
ISIC_0029308,1,0,train
ISIC_0035781,1,0,train
ISIC_0028446,0,0,train
ISIC_0012698,0,0,train
ISIC_0026724,0,0,train
ISIC_0027115,0,0,train
ISIC_0035210,1,1,train
ISIC_0035976,1,1,train
ISIC_0013164,1,0,train
ISIC_0027143,0,0,train
ISIC_0025169,0,0,train
ISIC_0030769,0,0,train
ISIC_0033871,0,1,train
ISIC_0026538,1,0,train
ISIC_0033339,1,0,train
ISIC_0034413,1,0,train
ISIC_0035985,1,0,train
ISIC_0032725,1,0,train
ISIC_0022015,1,0,train
ISIC_0032353,0,0,train
ISIC_0032856,0,1,train
ISIC_0013972,0,0,train
ISIC_0029389,1,0,train
ISIC_0028230,1,0,train
ISIC_0000042,1,0,train
ISIC_0028566,0,0,train
ISIC_0026998,1,0,train
ISIC_0020895,0,0,train
ISIC_0030374,0,0,train
ISIC_0033256,1,0,train
ISIC_0030202,0,0,train
ISIC_0025470,1,0,train
ISIC_0013573,0,0,train
ISIC_0028146,1,0,train
ISIC_0025580,0,0,train
ISIC_0024498,1,0,train
ISIC_0013712,0,0,train
ISIC_0015212,0,0,train
ISIC_0034792,1,0,train
ISIC_0033138,1,0,train
ISIC_0024306,0,0,train
ISIC_0025670,1,0,train
ISIC_0033680,1,0,train
ISIC_0025187,1,0,train
ISIC_0024558,0,0,train
ISIC_0027165,0,0,train
ISIC_0021762,0,0,train
ISIC_0033954,1,0,train
ISIC_0027749,0,0,train
ISIC_0015960,0,0,train
ISIC_0023013,1,0,train
ISIC_0018727,0,0,train
ISIC_0036012,1,1,train
ISIC_0026484,0,0,train
ISIC_0013581,0,0,train
ISIC_0033218,1,1,train
ISIC_0013518,1,0,train
ISIC_0025659,1,0,train
ISIC_0033797,0,0,train
ISIC_0029601,0,0,train
ISIC_0000007,1,0,train
ISIC_0033646,1,0,train
ISIC_0031063,1,1,train
ISIC_0014815,0,0,train
ISIC_0030414,1,0,train
ISIC_0027700,0,1,train
ISIC_0013765,1,0,train
ISIC_0026161,0,0,train
ISIC_0029682,0,0,train
ISIC_0033118,1,0,train
ISIC_0027330,0,0,train
ISIC_0027803,0,0,train
ISIC_0027178,1,1,train
ISIC_0028601,0,0,train
ISIC_0033497,1,0,train
ISIC_0018738,0,0,train
ISIC_0020372,0,0,train
ISIC_0010263,1,0,train
ISIC_0035949,1,0,train
ISIC_0034843,0,0,train
ISIC_0036219,0,0,train
ISIC_0026314,0,1,train
ISIC_0027891,1,0,train
ISIC_0031721,1,1,train
ISIC_0027864,0,0,train
ISIC_0034886,0,0,train
ISIC_0030806,0,0,train
ISIC_0030192,0,1,train
ISIC_0035563,0,0,train
ISIC_0036159,0,1,train
ISIC_0034881,0,0,train
ISIC_0028125,1,0,train
ISIC_0013981,1,1,train
ISIC_0025013,1,0,train
ISIC_0029554,0,0,train
ISIC_0032354,0,0,train
ISIC_0033792,1,0,train
ISIC_0026037,1,0,train
ISIC_0032877,1,0,train
ISIC_0000153,0,0,train
ISIC_0027469,1,0,train
ISIC_0028913,1,0,train
ISIC_0028472,1,0,train
ISIC_0025859,0,0,train
ISIC_0027420,0,1,train
ISIC_0031867,1,0,train
ISIC_0036270,1,1,train
ISIC_0030871,0,0,train
ISIC_0032027,0,0,train
ISIC_0032533,0,1,train
ISIC_0029860,1,1,train
ISIC_0014623,1,0,train
ISIC_0031790,0,0,train
ISIC_0026187,0,0,train
ISIC_0027201,0,0,train
ISIC_0030877,1,1,train
ISIC_0025869,1,0,train
ISIC_0034180,0,1,train
ISIC_0025461,1,0,train
ISIC_0025537,0,0,train
ISIC_0030341,1,1,train
ISIC_0026813,0,0,train
ISIC_0036293,0,0,train
ISIC_0030746,1,1,train
ISIC_0036182,0,0,train
ISIC_0027429,0,0,train
ISIC_0025036,0,0,train
ISIC_0029172,1,1,train
ISIC_0024447,0,0,train
ISIC_0034543,0,0,train
ISIC_0031653,1,0,train
ISIC_0012329,0,1,train
ISIC_0029888,0,0,train
ISIC_0030691,0,0,train
ISIC_0028046,0,0,train
ISIC_0034012,1,1,train
ISIC_0034902,0,0,train
ISIC_0028289,0,0,train
ISIC_0029582,1,1,train
ISIC_0035527,0,0,train
ISIC_0034523,1,1,train
ISIC_0030974,0,0,train
ISIC_0033778,1,0,train
ISIC_0033841,0,0,train
ISIC_0024965,0,0,train
ISIC_0032581,1,0,train
ISIC_0034177,1,0,train
ISIC_0030584,1,0,train
ISIC_0027793,0,1,train
ISIC_0030471,0,0,train
ISIC_0020081,0,0,train
ISIC_0034594,0,0,train
ISIC_0026684,0,0,train
ISIC_0032833,1,1,train
ISIC_0025594,1,0,train
ISIC_0026835,1,0,train
ISIC_0015257,1,0,train
ISIC_0025939,0,0,train
ISIC_0034451,1,0,train
ISIC_0033697,0,0,train
ISIC_0036338,0,0,train
ISIC_0015085,1,0,train
ISIC_0028392,0,0,train
ISIC_0034443,0,0,train
ISIC_0025077,0,0,train
ISIC_0030063,0,0,train
ISIC_0028032,1,0,train
ISIC_0034934,1,1,train
ISIC_0028853,0,0,train
ISIC_0025411,1,1,train
ISIC_0032928,1,0,train
ISIC_0014092,0,0,train
ISIC_0024942,0,0,train
ISIC_0014357,1,0,train
ISIC_0032273,1,0,train
ISIC_0025083,1,0,train
ISIC_0027783,0,0,train
ISIC_0026373,0,0,train
ISIC_0029223,1,0,train
ISIC_0034829,0,0,train
ISIC_0030469,1,0,train
ISIC_0025959,0,0,train
ISIC_0013275,0,0,train
ISIC_0034121,1,0,train
ISIC_0023575,1,1,train
ISIC_0026211,0,0,train
ISIC_0010569,1,0,train
ISIC_0027983,0,0,train
ISIC_0031113,0,0,train
ISIC_0031991,0,0,train
ISIC_0021035,1,1,train
ISIC_0031525,0,0,train
ISIC_0030035,0,0,train
ISIC_0023904,0,0,train
ISIC_0034315,1,0,train
ISIC_0030073,0,0,train
ISIC_0023779,0,0,train
ISIC_0032351,0,0,train
ISIC_0026453,1,1,train
ISIC_0030616,1,1,train
ISIC_0032759,1,0,train
ISIC_0029869,1,0,train
ISIC_0025033,1,0,train
ISIC_0032932,1,0,train
ISIC_0032798,0,0,train
ISIC_0030360,1,1,train
ISIC_0024836,1,0,train
ISIC_0030755,1,1,train
ISIC_0030673,0,0,train
ISIC_0030751,0,0,train
ISIC_0019423,0,1,train
ISIC_0035121,0,0,train
ISIC_0032622,1,1,train
ISIC_0036225,0,0,train
ISIC_0025329,0,0,train
ISIC_0019030,0,0,train
ISIC_0034825,1,0,train
ISIC_0035148,0,0,train
ISIC_0029414,0,0,train
ISIC_0035624,1,0,train
ISIC_0027949,0,0,train
ISIC_0030470,1,0,train
ISIC_0025558,1,0,train
ISIC_0028833,0,0,train
ISIC_0012177,0,0,train
ISIC_0000186,0,0,train
ISIC_0032075,0,0,train
ISIC_0013039,0,0,train
ISIC_0025718,1,1,train
ISIC_0011131,1,0,train
ISIC_0027830,0,0,train
ISIC_0033634,1,0,train
ISIC_0025768,0,0,train
ISIC_0035885,1,0,train
ISIC_0009430,0,0,train
ISIC_0026841,0,0,train
ISIC_0015117,1,0,train
ISIC_0028380,1,0,train
ISIC_0010094,1,0,train
ISIC_0032260,0,0,train
ISIC_0033007,1,0,train
ISIC_0030356,1,1,train
ISIC_0027762,0,0,train
ISIC_0027915,1,1,train
ISIC_0015152,1,0,train
ISIC_0031612,0,0,train
ISIC_0011393,0,0,train
ISIC_0029428,0,0,train
ISIC_0010488,1,0,train
ISIC_0008541,0,0,train
ISIC_0028643,1,0,train
ISIC_0030425,1,0,train
ISIC_0032038,0,0,train
ISIC_0014703,1,1,train
ISIC_0025093,0,0,train
ISIC_0015441,1,0,train
ISIC_0032846,1,0,train
ISIC_0010599,1,1,train
ISIC_0025534,1,0,train
ISIC_0024538,1,0,train
ISIC_0000381,1,0,train
ISIC_0000366,0,0,train
ISIC_0026872,1,1,train
ISIC_0012224,0,1,train
ISIC_0029392,1,1,train
ISIC_0024577,1,0,train
ISIC_0027432,0,0,train
ISIC_0028637,1,0,train
ISIC_0027669,1,1,train
ISIC_0031461,0,0,train
ISIC_0026555,0,0,train
ISIC_0014823,1,0,train
ISIC_0032889,0,0,train
ISIC_0033844,1,0,train
ISIC_0035145,0,0,train
ISIC_0031085,1,0,train
ISIC_0036221,0,0,train
ISIC_0027177,0,0,train
ISIC_0029906,0,0,train
ISIC_0035488,0,0,train
ISIC_0015552,0,0,train
ISIC_0015201,0,0,train
ISIC_0023321,1,1,train
ISIC_0014635,0,0,train
ISIC_0015955,1,0,train
ISIC_0027976,1,1,train
ISIC_0014745,1,0,train
ISIC_0031488,1,0,train
ISIC_0029391,1,1,train
ISIC_0029974,1,1,train
ISIC_0026303,1,0,train
ISIC_0027820,1,0,train
ISIC_0015480,1,0,train
ISIC_0034240,1,0,train
ISIC_0027697,0,0,train
ISIC_0030575,1,1,train
ISIC_0029295,0,0,train
ISIC_0027168,0,0,train
ISIC_0033761,0,0,train
ISIC_0015375,1,0,train
ISIC_0026819,1,0,train
ISIC_0012288,0,0,train
ISIC_0034157,0,0,train
ISIC_0027670,0,0,train
ISIC_0036278,1,1,train
ISIC_0033220,1,0,train
ISIC_0013709,0,0,train
ISIC_0029042,1,0,train
ISIC_0035524,0,0,train
ISIC_0011090,1,0,train
ISIC_0016274,0,0,train
ISIC_0010591,0,0,train
ISIC_0030827,1,1,train
ISIC_0013203,0,0,train
ISIC_0034253,1,1,train
ISIC_0035907,1,0,train
ISIC_0025824,1,1,train
ISIC_0009962,1,1,train
ISIC_0029671,0,0,train
ISIC_0032341,1,0,train
ISIC_0032068,0,0,train
ISIC_0036212,0,0,train
ISIC_0026687,1,1,train
ISIC_0031260,1,0,train
ISIC_0030766,1,1,train
ISIC_0034846,1,0,train
ISIC_0024746,1,0,train
ISIC_0010029,1,1,train
ISIC_0034101,1,1,train
ISIC_0036197,0,0,train
ISIC_0036097,0,0,train
ISIC_0025111,0,0,train
ISIC_0035107,0,0,train
ISIC_0026983,0,0,train
ISIC_0025460,0,0,train
ISIC_0034620,0,0,train
ISIC_0028568,1,1,train
ISIC_0000413,1,1,train
ISIC_0030987,0,0,train
ISIC_0035123,0,0,train
ISIC_0028723,0,0,train
ISIC_0025458,1,0,train
ISIC_0031450,1,1,train
ISIC_0000092,0,0,train
ISIC_0027791,1,0,train
ISIC_0030852,1,0,train
ISIC_0034863,1,1,train
ISIC_0031477,0,0,train
ISIC_0033566,0,0,train
ISIC_0031804,0,0,train
ISIC_0032916,1,0,train
ISIC_0031027,0,0,train
ISIC_0012356,1,0,train
ISIC_0035644,0,0,train
ISIC_0030211,1,1,train
ISIC_0030588,1,0,train
ISIC_0031898,0,0,train
ISIC_0026830,1,0,train
ISIC_0027003,1,0,train
ISIC_0032302,0,1,train
ISIC_0032942,1,0,train
ISIC_0036017,1,0,train
ISIC_0027035,1,0,train
ISIC_0024933,0,0,train
ISIC_0026206,0,1,train
ISIC_0030112,0,0,train
ISIC_0026175,0,0,train
ISIC_0035222,0,0,train
ISIC_0033571,1,1,train
ISIC_0035631,1,0,train
ISIC_0024324,1,0,train
ISIC_0028183,0,0,train
ISIC_0034650,1,1,train
ISIC_0027215,0,0,train
ISIC_0010372,0,0,train
ISIC_0032630,1,1,train
ISIC_0025765,1,0,train
ISIC_0001212,0,0,train
ISIC_0020803,0,0,train
ISIC_0029064,0,0,train
ISIC_0026586,1,1,train
ISIC_0032409,1,0,train
ISIC_0033517,1,0,train
ISIC_0013320,0,0,train
ISIC_0001242,0,0,train
ISIC_0036265,0,0,train
ISIC_0027880,0,0,train
ISIC_0029779,1,1,train
ISIC_0028683,0,0,train
ISIC_0034711,1,0,train
ISIC_0031424,1,0,train
ISIC_0009978,1,0,train
ISIC_0028877,1,1,train
ISIC_0029710,0,0,train
ISIC_0015945,0,0,train
ISIC_0034999,1,0,train
ISIC_0014291,0,0,train
ISIC_0001267,0,0,train
ISIC_0035077,0,0,train
ISIC_0027338,0,0,train
ISIC_0033400,1,0,train
ISIC_0013594,1,1,train
ISIC_0018058,0,0,train
ISIC_0032497,1,1,train
ISIC_0026335,0,0,train
ISIC_0035058,0,0,train
ISIC_0031342,1,0,train
ISIC_0032304,1,0,train
ISIC_0028385,0,0,train
ISIC_0019903,0,0,train
ISIC_0034804,1,1,train
ISIC_0024980,1,0,train
ISIC_0000474,1,0,train
ISIC_0014658,1,0,train
ISIC_0025735,1,0,train
ISIC_0027465,0,0,train
ISIC_0010257,1,0,train
ISIC_0029054,0,0,train
ISIC_0010204,1,1,train
ISIC_0017434,0,1,train
ISIC_0031258,0,1,train
ISIC_0018375,0,0,train
ISIC_0035871,1,1,train
ISIC_0030254,0,0,train
ISIC_0000258,1,1,train
ISIC_0028365,0,0,train
ISIC_0019127,1,0,train
ISIC_0015298,1,0,train
ISIC_0029505,0,0,train
ISIC_0035720,1,1,train
ISIC_0027319,1,0,train
ISIC_0028514,0,0,train
ISIC_0027007,1,0,train
ISIC_0029979,0,0,train
ISIC_0030682,0,0,train
ISIC_0029566,0,0,train
ISIC_0027865,1,1,train
ISIC_0028034,1,0,train
ISIC_0026096,1,0,train
ISIC_0027708,1,1,train
ISIC_0028871,1,1,train
ISIC_0028297,1,0,train
ISIC_0033633,1,0,train
ISIC_0036229,0,0,train
ISIC_0035847,1,0,train
ISIC_0025948,0,1,train
ISIC_0035766,1,1,train
ISIC_0033120,0,1,train
ISIC_0026628,0,0,train
ISIC_0036083,0,1,train
ISIC_0024948,0,1,train
ISIC_0032048,0,0,train
ISIC_0034097,0,0,train
ISIC_0029432,1,0,train
ISIC_0030139,0,0,train
ISIC_0007475,0,0,train
ISIC_0026428,1,0,train
ISIC_0025324,1,1,train
ISIC_0030077,0,0,train
ISIC_0036107,1,1,train
ISIC_0035992,1,1,train
ISIC_0030842,0,0,train
ISIC_0000387,1,0,train
ISIC_0022558,1,0,train
ISIC_0010177,0,0,train
ISIC_0034549,1,0,train
ISIC_0012592,0,0,train
ISIC_0035228,0,0,train
ISIC_0028748,0,0,train
ISIC_0026608,1,0,train
ISIC_0028789,0,0,train
ISIC_0031305,1,0,train
ISIC_0028673,0,0,train
ISIC_0013360,0,0,train
ISIC_0010057,1,0,train
ISIC_0025794,1,0,train
ISIC_0010856,0,0,train
ISIC_0028458,0,0,train
ISIC_0026877,1,1,train
ISIC_0028677,0,1,train
ISIC_0035361,0,0,train
ISIC_0029608,0,0,train
ISIC_0026310,0,0,train
ISIC_0025140,1,0,train
ISIC_0024587,1,0,train
ISIC_0036095,1,1,train
ISIC_0025924,1,0,train
ISIC_0026741,0,0,train
ISIC_0036128,0,0,train
ISIC_0031200,1,0,train
ISIC_0032707,0,0,train
ISIC_0034612,0,1,train
ISIC_0012680,0,0,train
ISIC_0026676,0,0,train
ISIC_0034412,0,0,train
ISIC_0026122,1,0,train
ISIC_0030262,0,0,train
ISIC_0026571,1,1,train
ISIC_0027517,1,1,train
ISIC_0031226,1,0,train
ISIC_0028221,1,0,train
ISIC_0030551,0,0,train
ISIC_0029728,1,0,train
ISIC_0016066,0,0,train
ISIC_0025675,0,0,train
ISIC_0025970,0,0,train
ISIC_0024985,0,0,train
ISIC_0034718,0,0,train
ISIC_0025639,1,0,train
ISIC_0029232,1,0,train
ISIC_0033518,1,1,train
ISIC_0015311,1,0,train
ISIC_0014940,0,0,train
ISIC_0030530,0,0,train
ISIC_0025782,1,0,train
ISIC_0033922,1,0,train
ISIC_0034613,0,0,train
ISIC_0029698,0,1,train
ISIC_0035358,1,0,train
ISIC_0034410,1,1,train
ISIC_0029470,1,0,train
ISIC_0031357,0,0,train
ISIC_0014905,0,0,train
ISIC_0033029,1,1,train
ISIC_0010169,1,0,train
ISIC_0031309,1,0,train
ISIC_0032357,0,0,train
ISIC_0012713,0,0,train
ISIC_0033011,1,0,train
ISIC_0028904,0,0,train
ISIC_0027222,0,0,train
ISIC_0028694,1,0,train
ISIC_0028997,0,0,train
ISIC_0034167,1,0,train
ISIC_0015331,1,0,train
ISIC_0028784,0,0,train
ISIC_0029450,1,0,train
ISIC_0026276,1,0,train
ISIC_0034120,0,1,train
ISIC_0000470,0,0,train
ISIC_0034243,1,1,train
ISIC_0024884,0,0,train
ISIC_0024804,0,0,train
ISIC_0032714,1,0,train
ISIC_0026044,0,0,train
ISIC_0030448,0,0,train
ISIC_0035874,1,0,train
ISIC_0031095,1,1,train
ISIC_0014316,0,0,train
ISIC_0032207,1,1,train
ISIC_0011204,0,0,train
ISIC_0035099,1,1,train
ISIC_0035571,0,0,train
ISIC_0033507,1,0,train
ISIC_0034396,0,1,train
ISIC_0013634,0,1,train
ISIC_0026569,1,0,train
ISIC_0030481,0,0,train
ISIC_0025048,0,0,train
ISIC_0033409,1,0,train
ISIC_0026077,0,0,train
ISIC_0035452,0,0,train
ISIC_0015125,1,0,train
ISIC_0026182,1,0,train
ISIC_0029642,1,1,train
ISIC_0028432,0,0,train
ISIC_0029437,0,0,train
ISIC_0026757,1,0,train
ISIC_0029797,0,0,train
ISIC_0034201,0,0,train
ISIC_0034795,0,0,train
ISIC_0030376,1,0,train
ISIC_0025734,1,0,train
ISIC_0024995,1,0,train
ISIC_0016027,0,0,train
ISIC_0014225,0,0,train
ISIC_0032953,1,0,train
ISIC_0031029,0,0,train
ISIC_0017750,0,0,train
ISIC_0032534,1,0,train
ISIC_0031695,0,0,train
ISIC_0024459,1,1,train
ISIC_0026870,1,1,train
ISIC_0034440,0,0,train
ISIC_0012155,0,1,train
ISIC_0027876,1,0,train
ISIC_0033548,1,0,train
ISIC_0031195,0,0,train
ISIC_0029404,1,0,train
ISIC_0028561,0,0,train
ISIC_0035493,0,0,train
ISIC_0028758,1,0,train
ISIC_0035997,1,1,train
ISIC_0032496,1,0,train
ISIC_0024999,1,1,train
ISIC_0034976,0,0,train
ISIC_0024565,0,0,train
ISIC_0025128,0,1,train
ISIC_0032804,0,0,train
ISIC_0030972,0,0,train
ISIC_0034390,1,0,train
ISIC_0032054,0,0,train
ISIC_0026918,0,0,train
ISIC_0009993,1,0,train
ISIC_0036345,1,0,train
ISIC_0036137,1,0,train
ISIC_0033268,1,1,train
ISIC_0034394,1,1,train
ISIC_0011303,0,0,train
ISIC_0032646,0,0,train
ISIC_0027326,1,0,train
ISIC_0030652,1,0,train
ISIC_0012758,0,0,train
ISIC_0025809,1,0,train
ISIC_0034331,0,0,train
ISIC_0012494,0,0,train
ISIC_0036231,0,0,train
ISIC_0025042,0,0,train
ISIC_0027939,1,0,train
ISIC_0029163,1,1,train
ISIC_0024950,0,0,train
ISIC_0035725,0,0,train
ISIC_0035530,0,0,train
ISIC_0012749,1,1,train
ISIC_0029440,0,0,train
ISIC_0026829,0,1,train
ISIC_0015244,1,0,train
ISIC_0025491,0,0,train
ISIC_0034401,0,0,train
ISIC_0027927,0,0,train
ISIC_0022591,1,0,train
ISIC_0028747,1,1,train
ISIC_0031890,1,1,train
ISIC_0033887,1,0,train
ISIC_0032053,0,0,train
ISIC_0019364,0,0,train
ISIC_0033676,1,0,train
ISIC_0029675,0,0,train
ISIC_0029786,1,0,train
ISIC_0026355,1,0,train
ISIC_0033161,1,0,train
ISIC_0034747,0,0,train
ISIC_0013942,0,0,train
ISIC_0024973,1,0,train
ISIC_0028309,0,0,train
ISIC_0032371,1,1,train
ISIC_0019628,1,0,train
ISIC_0027994,0,0,train
ISIC_0030925,0,1,train
ISIC_0020233,1,0,train
ISIC_0033063,1,1,train
ISIC_0031313,1,0,train
ISIC_0024588,0,0,train
ISIC_0032866,1,0,train
ISIC_0032200,0,0,train
ISIC_0033488,1,0,train
ISIC_0028699,0,0,train
ISIC_0030837,0,0,train
ISIC_0031034,1,1,train
ISIC_0031194,0,0,train
ISIC_0023911,0,0,train
ISIC_0033832,0,0,train
ISIC_0033786,1,0,train
ISIC_0028846,1,0,train
ISIC_0027963,1,0,train
ISIC_0028932,0,0,train
ISIC_0000035,1,0,train
ISIC_0035999,0,0,train
ISIC_0034554,1,1,train
ISIC_0031724,0,0,train
ISIC_0025294,0,0,train
ISIC_0013862,1,0,train
ISIC_0026587,0,0,train
ISIC_0029775,1,0,train
ISIC_0024905,0,0,train
ISIC_0027580,1,1,train
ISIC_0034948,1,0,train
ISIC_0012903,0,0,train
ISIC_0030804,0,0,train
ISIC_0022288,0,0,train
ISIC_0011230,0,0,train
ISIC_0014599,1,0,train
ISIC_0035821,0,0,train
ISIC_0031469,0,0,train
ISIC_0035770,1,0,train
ISIC_0029062,1,0,train
ISIC_0029219,0,0,train
ISIC_0034800,0,0,train
ISIC_0035439,1,0,train
ISIC_0033764,1,0,train
ISIC_0025514,0,0,train
ISIC_0024568,0,0,train
ISIC_0035451,0,0,train
ISIC_0034732,0,0,train
ISIC_0034255,1,1,train
ISIC_0025082,0,0,train
ISIC_0030285,0,0,train
ISIC_0014657,1,0,train
ISIC_0028197,0,1,train
ISIC_0025126,0,0,train
ISIC_0035423,1,0,train
ISIC_0033769,1,0,train
ISIC_0012263,0,0,train
ISIC_0029180,0,0,train
ISIC_0030207,1,0,train
ISIC_0027671,0,0,train
ISIC_0012803,1,1,train
ISIC_0031288,0,0,train
ISIC_0032316,1,1,train
ISIC_0022552,1,0,train
ISIC_0031127,1,0,train
ISIC_0034070,1,0,train
ISIC_0033032,1,0,train
ISIC_0012292,0,0,train
ISIC_0027537,1,0,train
ISIC_0033681,1,0,train
ISIC_0034326,0,0,train
ISIC_0030955,0,0,train
ISIC_0024523,0,0,train
ISIC_0015438,1,1,train
ISIC_0028629,0,0,train
ISIC_0031578,1,1,train
ISIC_0013416,1,0,train
ISIC_0015956,0,0,train
ISIC_0035695,1,0,train
ISIC_0000419,1,0,train
ISIC_0025070,0,0,train
ISIC_0035084,1,0,train
ISIC_0009973,1,0,train
ISIC_0027216,0,0,train
ISIC_0036207,0,0,train
ISIC_0032690,0,1,train
ISIC_0025482,0,0,train
ISIC_0033378,1,0,train
ISIC_0000556,1,0,train
ISIC_0012656,0,0,train
ISIC_0024827,0,0,train
ISIC_0028257,0,0,train
ISIC_0032527,1,0,train
ISIC_0024917,1,0,train
ISIC_0033061,1,1,train
ISIC_0026463,0,0,train
ISIC_0035738,1,0,train
ISIC_0034666,1,0,train
ISIC_0031367,0,0,train
ISIC_0013935,0,0,train
ISIC_0030692,0,0,train
ISIC_0025530,1,1,train
ISIC_0025916,0,0,train
ISIC_0000521,1,0,train
ISIC_0031678,1,0,train
ISIC_0025408,0,0,train
ISIC_0013437,0,0,train
ISIC_0027975,0,0,train
ISIC_0035546,0,0,train
ISIC_0032520,0,0,train
ISIC_0029110,0,0,train
ISIC_0010069,0,0,train
ISIC_0010346,0,0,train
ISIC_0026048,0,0,train
ISIC_0034091,0,0,train
ISIC_0029529,0,0,train
ISIC_0027286,0,0,train
ISIC_0030332,0,0,train
ISIC_0032947,1,1,train
ISIC_0028322,0,0,train
ISIC_0026430,1,1,train
ISIC_0010573,1,0,train
ISIC_0034501,1,0,train
ISIC_0030874,0,0,train
ISIC_0032024,1,0,train
ISIC_0032797,0,1,train
ISIC_0032618,1,0,train
ISIC_0032340,0,0,train
ISIC_0032036,1,1,train
ISIC_0028528,1,0,train
ISIC_0030150,0,1,train
ISIC_0024484,0,0,train
ISIC_0034028,1,1,train
ISIC_0032070,1,1,train
ISIC_0025830,1,0,train
ISIC_0028646,1,0,train
ISIC_0034509,1,0,train
ISIC_0033160,1,0,train
ISIC_0019088,1,0,train
ISIC_0030527,0,0,train
ISIC_0015283,1,0,train
ISIC_0000511,1,1,train
ISIC_0028044,1,0,train
ISIC_0020613,1,0,train
ISIC_0032066,0,0,train
ISIC_0029738,0,0,train
ISIC_0030501,1,1,train
ISIC_0030902,1,0,train
ISIC_0012484,0,0,train
ISIC_0034722,0,0,train
ISIC_0009896,1,0,train
ISIC_0027610,1,0,train
ISIC_0026368,0,0,train
ISIC_0034077,0,0,train
ISIC_0031522,1,0,train
ISIC_0027231,1,1,train
ISIC_0029068,0,0,train
ISIC_0036290,1,0,train
ISIC_0028648,0,0,train
ISIC_0031143,1,0,train
ISIC_0000161,1,1,train
ISIC_0029327,1,0,train
ISIC_0028246,1,0,train
ISIC_0030143,1,1,train
ISIC_0036075,1,0,train
ISIC_0031359,1,0,train
ISIC_0028508,1,1,train
ISIC_0036222,0,0,train
ISIC_0025769,0,0,train
ISIC_0031021,0,0,train
ISIC_0030897,0,0,train
ISIC_0030023,1,0,train
ISIC_0026887,1,0,train
ISIC_0026160,0,0,train
ISIC_0031599,0,0,train
ISIC_0035193,1,0,train
ISIC_0028807,1,1,train
ISIC_0017428,0,0,train
ISIC_0026290,1,0,train
ISIC_0024691,1,0,train
ISIC_0033715,0,0,train
ISIC_0033549,1,0,train
ISIC_0031208,1,1,train
ISIC_0026737,1,0,train
ISIC_0017412,0,0,train
ISIC_0026069,1,0,train
ISIC_0029873,0,0,train
ISIC_0030685,0,0,train
ISIC_0033999,1,1,train
ISIC_0028934,0,0,train
ISIC_0027709,0,0,train
ISIC_0010492,1,0,train
ISIC_0033948,1,0,train
ISIC_0014624,1,0,train
ISIC_0031245,1,1,train
ISIC_0031911,0,0,train
ISIC_0029855,0,0,train
ISIC_0027104,0,0,train
ISIC_0000119,1,0,train
ISIC_0009965,1,0,train
ISIC_0026145,1,0,train
ISIC_0027226,0,0,train
ISIC_0035761,1,1,train
ISIC_0027321,0,0,train
ISIC_0033318,0,0,train
ISIC_0035232,1,1,train
ISIC_0026765,1,1,train
ISIC_0028193,0,0,train
ISIC_0028497,0,0,train
ISIC_0015368,1,0,train
ISIC_0031093,0,0,train
ISIC_0000108,0,0,train
ISIC_0035074,0,0,train
ISIC_0035042,1,0,train
ISIC_0035393,1,1,train
ISIC_0028752,0,0,train
ISIC_0030643,0,0,train
ISIC_0033977,1,1,train
ISIC_0032512,1,0,train
ISIC_0035653,1,1,train
ISIC_0014661,0,0,train
ISIC_0026027,0,0,train
ISIC_0028232,0,1,train
ISIC_0032423,1,0,train
ISIC_0019528,0,0,train
ISIC_0014327,0,0,train
ISIC_0034851,0,0,train
ISIC_0029228,0,0,train
ISIC_0034322,0,0,train
ISIC_0015559,1,0,train
ISIC_0036178,0,0,train
ISIC_0033514,1,0,train
ISIC_0013455,0,0,train
ISIC_0028817,1,0,train
ISIC_0035347,0,0,train
ISIC_0000051,1,0,train
ISIC_0028379,0,0,train
ISIC_0030721,1,0,train
ISIC_0028405,0,0,train
ISIC_0030241,1,0,train
ISIC_0030875,0,0,train
ISIC_0031942,1,0,train
ISIC_0033629,1,0,train
ISIC_0013001,0,0,train
ISIC_0027873,0,0,train
ISIC_0014989,1,0,train
ISIC_0014434,0,0,train
ISIC_0029980,1,0,train
ISIC_0035894,0,1,train
ISIC_0025957,0,1,train
ISIC_0035750,1,0,train
ISIC_0012633,1,1,train
ISIC_0012651,1,0,train
ISIC_0028702,1,0,train
ISIC_0033386,0,0,train
ISIC_0033065,1,0,train
ISIC_0028778,0,0,train
ISIC_0013794,0,0,train
ISIC_0026893,1,0,train
ISIC_0032071,0,0,train
ISIC_0030258,1,0,train
ISIC_0030724,0,0,train
ISIC_0030054,0,0,train
ISIC_0026568,0,0,train
ISIC_0033135,1,0,train
ISIC_0014872,1,0,train
ISIC_0030679,0,0,train
ISIC_0029204,1,0,train
ISIC_0026836,0,0,train
ISIC_0017451,0,0,train
ISIC_0026472,0,0,train
ISIC_0031823,1,1,train
ISIC_0016048,0,0,train
ISIC_0027853,1,0,train
ISIC_0030283,0,0,train
